	Microbe	Supplementation	Microbe_Supplementation	Time	Rep	Root_Length		
548	F16	Water	F16_Water	72h	2	1.774		
549	F16	Water	F16_Water	72h	2	1.687		
550	F16	Water	F16_Water	72h	2	2.4		
551	F16	Water	F16_Water	72h	2	2.05		
552	F16	Water	F16_Water	72h	2	2.356		
553	F16	Water	F16_Water	72h	2	2.704		
554	F16	Water	F16_Water	72h	2	2.651		
555	F16	Water	F16_Water	72h	2	1.909		
556	F16	Water	F16_Water	72h	2	2.233		
557	F16	Water	F16_Water	72h	2	0.252		
558	F16	Water	F16_Water	72h	2	1.597		
559	F16	Water	F16_Water	72h	2	2.212		
560	F16	Water	F16_Water	72h	2	1.509		
561	F16	Water	F16_Water	72h	2	2.654		
562	F16	Water	F16_Water	72h	2	1.617		
563	F16	Water	F16_Water	72h	2	2.738		
564	F16	Water	F16_Water	72h	2	2.066		
565	F16	Water	F16_Water	72h	2	2.123		
566	F16	Water	F16_Water	72h	2	1.39		
567	F16	Water	F16_Water	72h	2	1.949		
568	F16	Water	F16_Water	72h	2	1.856		
569	F16	Water	F16_Water	72h	2	2.442		
570	F16	Water	F16_Water	72h	2	2.563		
571	F16	Water	F16_Water	72h	2	2.898		
572	F16	Water	F16_Water	72h	2	2.13		
573	F16	Water	F16_Water	72h	2	3		
574	F16	Water	F16_Water	72h	2	1.901		
575	F16	Water	F16_Water	72h	2	2.123		
576	F16	Water	F16_Water	72h	2	1.86		
577	F16	Water	F16_Water	72h	2	3.005		
578	F16	Water	F16_Water	72h	2	2.585		
579	F16	Water	F16_Water	72h	2	2.211		
580	F16	Water	F16_Water	72h	2	3.093		
581	F16	Water	F16_Water	72h	2	2.608		
582	F16	Water	F16_Water	72h	2	2.178		
583	F16	Water	F16_Water	72h	2	2.261		
584	F16	Water	F16_Water	72h	2	1.424		
585	F16	Water	F16_Water	72h	2	2.654		
586	F16	Water	F16_Water	72h	2	2.442		
587	F16	Water	F16_Water	72h	2	2.498		
588	F16	Water	F16_Water	72h	2	2.339		
589	F16	Water	F16_Water	72h	2	2.834		
590	F16	Water	F16_Water	72h	2	2.48		
591	F16	Water	F16_Water	72h	2	2.737		
592	F16	Water	F16_Water	72h	2	2.08		
593	F16	Water	F16_Water	72h	2	2.177		
594	F16	Water	F16_Water	72h	2	2.614		
595	F16	Water	F16_Water	72h	2	2.194		
596	F16	Water	F16_Water	72h	2	1.633		
597	F16	Water	F16_Water	72h	2	2.427		
598	F16	Water	F16_Water	72h	2	2.217		
599	F16	Water	F16_Water	72h	2	2.022		
600	F16	Water	F16_Water	72h	2	2.211		
601	F16	Water	F16_Water	72h	3	2.377		
602	F16	Water	F16_Water	72h	3	0.906		
603	F16	Water	F16_Water	72h	3	2.125		
604	F16	Water	F16_Water	72h	3	2.793		
605	F16	Water	F16_Water	72h	3	1.493		
606	F16	Water	F16_Water	72h	3	2.387		
607	F16	Water	F16_Water	72h	3	2.407		
608	F16	Water	F16_Water	72h	3	2.608		
609	F16	Water	F16_Water	72h	3	0.609		
610	F16	Water	F16_Water	72h	3	0.942		
611	F16	Water	F16_Water	72h	3	2.164		
612	F16	Water	F16_Water	72h	3	2.762		
613	F16	Water	F16_Water	72h	3	2.124		
614	F16	Water	F16_Water	72h	3	2.179		
615	F16	Water	F16_Water	72h	3	2.478		
616	F16	Water	F16_Water	72h	3	2.412		
617	F16	Water	F16_Water	72h	3	2.584		
618	F16	Water	F16_Water	72h	3	2.276		
619	F16	Water	F16_Water	72h	3	2.614		
620	F16	Water	F16_Water	72h	3	2.911		
621	F16	Water	F16_Water	72h	3	2.493		
622	F16	Water	F16_Water	72h	3	2.719		
623	F16	Water	F16_Water	72h	3	1.612		
624	F16	Water	F16_Water	72h	3	1.173		
625	F16	Water	F16_Water	72h	3	2.387		
626	F16	Water	F16_Water	72h	3	2.593		
627	F16	Water	F16_Water	72h	3	2.268		
628	F16	Water	F16_Water	72h	3	2.487		
629	F16	Water	F16_Water	72h	3	2.623		
630	F16	Water	F16_Water	72h	3	2.456		
631	F16	Water	F16_Water	72h	3	0.478		
632	F16	Water	F16_Water	72h	3	1.425		
633	F16	Water	F16_Water	72h	3	1.165		
634	F16	Water	F16_Water	72h	3	2.726		
635	F16	Water	F16_Water	72h	3	2.014		
636	F16	Water	F16_Water	72h	3	2.912		
637	F16	Water	F16_Water	72h	3	2.049		
638	F16	Water	F16_Water	72h	3	2.088		
639	F16	Water	F16_Water	72h	3	2.698		
640	F16	Water	F16_Water	72h	3	1.419		
641	F16	Water	F16_Water	72h	3	2.825		
642	F16	Water	F16_Water	72h	3	2.054		
643	F16	Water	F16_Water	72h	3	2.248		
644	F16	Water	F16_Water	72h	3	2.716		
645	F16	Water	F16_Water	72h	3	2.812		
646	F16	Water	F16_Water	72h	3	2.568		
647	F16	Water	F16_Water	72h	3	2.213		
648	F16	Water	F16_Water	72h	3	1.324		
649	F16	Water	F16_Water	72h	3	1.887		
650	F16	Water	F16_Water	72h	3	2.492		
651	F16	Water	F16_Water	72h	3	2.509		
652	F16	Water	F16_Water	72h	3	1.584		
653	F16	Water	F16_Water	72h	3	2.124		
654	F16	Water	F16_Water	72h	3	2.311		
655	F16	Water	F16_Water	72h	3	1.348		
656	F16	Water	F16_Water	72h	3	0.517		
657	F16	Water	F16_Water	72h	3	2.186		
658	F16	Water	F16_Water	72h	3	1.362		
659	F16	Water	F16_Water	72h	3	2.496		
660	F16	Water	F16_Water	72h	3	1.801		
661	F16	Water	F16_Water	72h	3	1.149		
662	F16	Water	F16_Water	72h	3	1.397		
663	F16	Water	F16_Water	72h	3	2.575		
664	F16	Water	F16_Water	72h	3	2.827		
665	F16	Water	F16_Water	72h	3	1.708		
666	F16	Water	F16_Water	72h	3	1.387		
667	F16	Water	F16_Water	72h	3	2.678		
668	F16	Water	F16_Water	72h	3	2.825		
669	F16	Water	F16_Water	72h	3	2.446		
670	F16	Water	F16_Water	72h	3	2.581		
671	F16	Water	F16_Water	72h	3	2.751		
672	F16	Water	F16_Water	72h	3	2.359		
673	F16	Water	F16_Water	72h	3	2.319		
674	F16	Water	F16_Water	72h	3	2.406		
675	F16	Water	F16_Water	72h	3	2.914		
676	F16	Water	F16_Water	72h	3	2.209		
677	F16	Water	F16_Water	72h	3	1.355		
678	F16	Water	F16_Water	72h	3	1.418		
679	F16	Water	F16_Water	72h	3	2.102		
680	F16	Water	F16_Water	72h	3	2.557		
681	F16	Water	F16_Water	72h	3	2.578		
682	F16	Water	F16_Water	72h	3	0.905		
683	F16	Water	F16_Water	72h	3	2.225		
684	F16	Water	F16_Water	72h	3	2.548		
685	F16	Water	F16_Water	72h	3	2.917		
686	F16	Water	F16_Water	72h	3	1.908		
687	F16	Water	F16_Water	72h	3	1.423		
688	F16	Water	F16_Water	72h	3	0.494		
689	F16	Water	F16_Water	72h	3	1.292		
690	F16	Water	F16_Water	72h	3	1.625		
691	F16	Water	F16_Water	72h	3	1.461		
692	F16	Water	F16_Water	72h	3	2.812		
693	F16	Water	F16_Water	72h	3	2.447		
694	F16	Water	F16_Water	72h	3	2.87		
695	F16	Water	F16_Water	72h	3	2.498		
696	F16	Water	F16_Water	72h	3	2.651		
697	F16	Water	F16_Water	72h	3	2.086		
698	F16	Water	F16_Water	72h	3	1.692		
699	F16	Water	F16_Water	72h	3	1.876		
700	F16	Water	F16_Water	72h	3	1.695		
701	F16	Water	F16_Water	72h	4	2.436		
702	F16	Water	F16_Water	72h	4	2.459		
703	F16	Water	F16_Water	72h	4	2.641		
704	F16	Water	F16_Water	72h	4	2.544		
705	F16	Water	F16_Water	72h	4	2.166		
706	F16	Water	F16_Water	72h	4	1.784		
707	F16	Water	F16_Water	72h	4	2.017		
708	F16	Water	F16_Water	72h	4	2.453		
709	F16	Water	F16_Water	72h	4	2.216		
710	F16	Water	F16_Water	72h	4	2.547		
711	F16	Water	F16_Water	72h	4	1.76		
712	F16	Water	F16_Water	72h	4	2.201		
713	F16	Water	F16_Water	72h	4	1.961		
714	F16	Water	F16_Water	72h	4	2.169		
715	F16	Water	F16_Water	72h	4	2.276		
716	F16	Water	F16_Water	72h	4	1.965		
717	F16	Water	F16_Water	72h	4	1.517		
718	F16	Water	F16_Water	72h	4	2.401		
719	F16	Water	F16_Water	72h	4	1.907		
720	F16	Water	F16_Water	72h	4	2.143		
721	F16	Water	F16_Water	72h	4	2.217		
722	F16	Water	F16_Water	72h	4	2.481		
723	F16	Water	F16_Water	72h	4	2.28		
724	F16	Water	F16_Water	72h	4	1.909		
725	F16	Water	F16_Water	72h	4	1.993		
726	F16	Water	F16_Water	72h	4	2.321		
727	F16	Water	F16_Water	72h	4	2.019		
728	F16	Water	F16_Water	72h	4	2.688		
729	F16	Water	F16_Water	72h	4	2.589		
730	F16	Water	F16_Water	72h	4	2.105		
731	F16	Water	F16_Water	72h	4	1.753		
732	F16	Water	F16_Water	72h	4	2.061		
733	F16	Water	F16_Water	72h	4	2.083		
734	F16	Water	F16_Water	72h	4	2.578		
735	F16	Water	F16_Water	72h	4	1.834		
736	F16	Water	F16_Water	72h	4	2.159		
737	F16	Water	F16_Water	72h	4	2.711		
738	F16	Water	F16_Water	72h	4	2.558		
739	F16	Water	F16_Water	72h	4	1.501		
740	F16	Water	F16_Water	72h	4	2.451		
741	F16	Water	F16_Water	72h	4	2.747		
742	F16	Water	F16_Water	72h	4	2.302		
743	F16	Water	F16_Water	72h	4	1.04		
744	F16	Water	F16_Water	72h	4	1.034		
745	F16	Water	F16_Water	72h	4	1.651		
746	F16	Water	F16_Water	72h	4	2.078		
747	F16	Water	F16_Water	72h	4	2.627		
748	F16	Water	F16_Water	72h	4	2.302		
749	F16	Water	F16_Water	72h	4	2.46		
750	F16	Water	F16_Water	72h	4	1.866		
751	F16	Water	F16_Water	72h	4	2.743		
752	F16	Water	F16_Water	72h	4	2.446		
753	F16	Water	F16_Water	72h	4	2.314		
754	F16	Water	F16_Water	72h	4	2.389		
755	F16	Water	F16_Water	72h	4	2.494		
756	F16	Water	F16_Water	72h	4	2.125		
757	F16	Water	F16_Water	72h	4	1.899		
758	F16	Water	F16_Water	72h	4	2.068		
759	F16	Water	F16_Water	72h	4	2.747		
760	F16	Water	F16_Water	72h	4	2.641		
761	F16	Water	F16_Water	72h	4	2.76		
762	F16	Water	F16_Water	72h	4	2.577		
763	F16	Water	F16_Water	72h	4	1.812		
764	F16	Water	F16_Water	72h	4	2.288		
765	F16	Water	F16_Water	72h	4	2.019		
766	F16	Water	F16_Water	72h	4	1.965		
767	F16	Water	F16_Water	72h	4	2.447		
768	F16	Water	F16_Water	72h	4	2.734		
769	F16	Water	F16_Water	72h	4	2.011		
770	F16	Water	F16_Water	72h	4	2.168		
771	F16	Water	F16_Water	72h	4	1.119		
772	F16	Water	F16_Water	72h	4	1.561		
773	F16	Water	F16_Water	72h	4	2.743		
774	F16	Water	F16_Water	72h	4	1.966		
775	F16	Water	F16_Water	72h	4	2.188		
776	F16	Water	F16_Water	72h	4	1.801		
777	F16	Water	F16_Water	72h	4	1.991		
778	F16	Water	F16_Water	72h	4	2.082		
779	F16	Water	F16_Water	72h	4	1.937		
780	F16	Water	F16_Water	72h	4	2.147		
781	F16	Water	F16_Water	72h	4	2.838		
782	F16	Water	F16_Water	72h	4	2.217		
783	F16	Water	F16_Water	72h	4	2.613		
784	F16	Water	F16_Water	72h	4	1.986		
785	F16	Water	F16_Water	72h	4	1.821		
786	F16	Water	F16_Water	72h	4	2.311		
787	F16	Water	F16_Water	72h	4	2.659		
788	F16	Water	F16_Water	72h	4	1.979		
789	F16	Water	F16_Water	72h	4	2.786		
790	F16	Water	F16_Water	72h	4	2.093		
791	F16	Water	F16_Water	72h	4	1.947		
792	F16	Water	F16_Water	72h	4	1.977		
793	F16	Water	F16_Water	72h	4	2.128		
794	F16	Water	F16_Water	72h	4	1.935		
795	F16	Water	F16_Water	72h	4	2.282		
796	F16	Water	F16_Water	72h	4	2.241		
797	F16	Water	F16_Water	72h	4	1.966		
798	F16	Water	F16_Water	72h	4	2.127		
799	F16	Water	F16_Water	72h	4	1.972		
800	F16	Water	F16_Water	72h	4	0.957		
801	M.free	3OMG	M.free_3OMG	72h	1	2.195		
802	M.free	3OMG	M.free_3OMG	72h	1	2.065		
803	M.free	3OMG	M.free_3OMG	72h	1	1.916		
804	M.free	3OMG	M.free_3OMG	72h	1	2.916		
805	M.free	3OMG	M.free_3OMG	72h	1	2.655		
806	M.free	3OMG	M.free_3OMG	72h	1	2.721		
807	M.free	3OMG	M.free_3OMG	72h	1	2.396		
808	M.free	3OMG	M.free_3OMG	72h	1	2.719		
809	M.free	3OMG	M.free_3OMG	72h	1	2.982		
810	M.free	3OMG	M.free_3OMG	72h	1	1.342		
811	M.free	3OMG	M.free_3OMG	72h	1	1.694		
812	M.free	3OMG	M.free_3OMG	72h	1	1.327		
813	M.free	3OMG	M.free_3OMG	72h	1	1.581		
814	M.free	3OMG	M.free_3OMG	72h	1	3.081		
815	M.free	3OMG	M.free_3OMG	72h	1	2.357		
816	M.free	3OMG	M.free_3OMG	72h	1	2.568		
817	M.free	3OMG	M.free_3OMG	72h	1	1.932		
818	M.free	3OMG	M.free_3OMG	72h	1	1.93		
819	M.free	3OMG	M.free_3OMG	72h	1	2.158		
820	M.free	3OMG	M.free_3OMG	72h	1	2.085		
821	M.free	3OMG	M.free_3OMG	72h	1	1.861		
822	M.free	3OMG	M.free_3OMG	72h	1	1.844		
823	M.free	3OMG	M.free_3OMG	72h	1	2.47		
824	M.free	3OMG	M.free_3OMG	72h	1	1.491		
825	M.free	3OMG	M.free_3OMG	72h	1	1.748		
826	M.free	3OMG	M.free_3OMG	72h	1	2.277		
827	M.free	3OMG	M.free_3OMG	72h	1	1.842		
828	M.free	3OMG	M.free_3OMG	72h	1	1.757		
829	M.free	3OMG	M.free_3OMG	72h	1	2.025		
830	M.free	3OMG	M.free_3OMG	72h	1	1.754		
831	M.free	3OMG	M.free_3OMG	72h	1	2.512		
832	M.free	3OMG	M.free_3OMG	72h	1	1.93		
833	M.free	3OMG	M.free_3OMG	72h	1	2		
834	M.free	3OMG	M.free_3OMG	72h	1	2.832		
835	M.free	3OMG	M.free_3OMG	72h	1	2.193		
836	M.free	3OMG	M.free_3OMG	72h	1	2.065		
837	M.free	3OMG	M.free_3OMG	72h	1	2.105		
838	M.free	3OMG	M.free_3OMG	72h	1	1.808		
839	M.free	3OMG	M.free_3OMG	72h	1	2.122		
840	M.free	3OMG	M.free_3OMG	72h	1	2.905		
841	M.free	3OMG	M.free_3OMG	72h	1	2.193		
842	M.free	3OMG	M.free_3OMG	72h	1	1.694		
843	M.free	3OMG	M.free_3OMG	72h	1	1.875		
844	M.free	3OMG	M.free_3OMG	72h	1	2.55		
845	M.free	3OMG	M.free_3OMG	72h	1	2.383		
846	M.free	3OMG	M.free_3OMG	72h	1	1.452		
847	M.free	3OMG	M.free_3OMG	72h	1	1.861		
848	M.free	3OMG	M.free_3OMG	72h	1	2.122		
849	M.free	3OMG	M.free_3OMG	72h	1	2.109		
850	M.free	3OMG	M.free_3OMG	72h	1	2.134		
851	M.free	3OMG	M.free_3OMG	72h	1	1.754		
852	M.free	3OMG	M.free_3OMG	72h	1	1.676		
853	M.free	3OMG	M.free_3OMG	72h	1	1.754		
854	M.free	3OMG	M.free_3OMG	72h	1	2.458		
855	M.free	3OMG	M.free_3OMG	72h	1	1.932		
856	M.free	3OMG	M.free_3OMG	72h	1	1.979		
857	M.free	3OMG	M.free_3OMG	72h	1	3		
858	M.free	3OMG	M.free_3OMG	72h	1	1.93		
859	M.free	3OMG	M.free_3OMG	72h	1	1.494		
860	M.free	3OMG	M.free_3OMG	72h	1	2.308		
861	M.free	3OMG	M.free_3OMG	72h	1	1.754		
862	M.free	3OMG	M.free_3OMG	72h	1	1.808		
863	M.free	3OMG	M.free_3OMG	72h	1	2.113		
864	M.free	3OMG	M.free_3OMG	72h	1	2.456		
865	M.free	3OMG	M.free_3OMG	72h	1	1.47		
866	M.free	3OMG	M.free_3OMG	72h	1	1.774		
867	M.free	3OMG	M.free_3OMG	72h	1	1.667		
868	M.free	3OMG	M.free_3OMG	72h	1	1.491		
869	M.free	3OMG	M.free_3OMG	72h	1	1.985		
870	M.free	3OMG	M.free_3OMG	72h	1	2.296		
871	M.free	3OMG	M.free_3OMG	72h	1	1.789		
872	M.free	3OMG	M.free_3OMG	72h	1	1.948		
873	M.free	3OMG	M.free_3OMG	72h	1	2.396		
874	M.free	3OMG	M.free_3OMG	72h	1	1.832		
875	M.free	3OMG	M.free_3OMG	72h	1	1.581		
876	M.free	3OMG	M.free_3OMG	72h	1	2.105		
877	M.free	3OMG	M.free_3OMG	72h	1	1.579		
878	M.free	3OMG	M.free_3OMG	72h	1	2.193		
879	M.free	3OMG	M.free_3OMG	72h	1	2.136		
880	M.free	3OMG	M.free_3OMG	72h	1	1.499		
881	M.free	3OMG	M.free_3OMG	72h	1	1.971		
882	M.free	3OMG	M.free_3OMG	72h	1	2.303		
883	M.free	3OMG	M.free_3OMG	72h	1	2.341		
884	M.free	3OMG	M.free_3OMG	72h	1	1.825		
885	M.free	3OMG	M.free_3OMG	72h	1	2		
886	M.free	3OMG	M.free_3OMG	72h	1	2.303		
887	M.free	3OMG	M.free_3OMG	72h	1	2.481		
888	M.free	3OMG	M.free_3OMG	72h	1	2.018		
889	M.free	3OMG	M.free_3OMG	72h	1	2.287		
890	M.free	3OMG	M.free_3OMG	72h	1	2.158		
891	M.free	3OMG	M.free_3OMG	72h	1	2.219		
892	M.free	3OMG	M.free_3OMG	72h	1	2.672		
893	M.free	3OMG	M.free_3OMG	72h	1	2.025		
894	M.free	3OMG	M.free_3OMG	72h	1	2.544		
895	M.free	3OMG	M.free_3OMG	72h	1	2.277		
896	M.free	3OMG	M.free_3OMG	72h	1	2.15		
897	M.free	3OMG	M.free_3OMG	72h	1	2.248		
898	M.free	3OMG	M.free_3OMG	72h	1	1.894		
899	M.free	3OMG	M.free_3OMG	72h	1	2.105		
900	M.free	3OMG	M.free_3OMG	72h	1	2.655		
901	M.free	3OMG	M.free_3OMG	72h	2	2.276		
902	M.free	3OMG	M.free_3OMG	72h	2	2.58		
903	M.free	3OMG	M.free_3OMG	72h	2	2.968		
904	M.free	3OMG	M.free_3OMG	72h	2	1.938		
905	M.free	3OMG	M.free_3OMG	72h	2	2.018		
906	M.free	3OMG	M.free_3OMG	72h	2	2.296		
907	M.free	3OMG	M.free_3OMG	72h	2	2.842		
908	M.free	3OMG	M.free_3OMG	72h	2	2.545		
909	M.free	3OMG	M.free_3OMG	72h	2	2.476		
910	M.free	3OMG	M.free_3OMG	72h	2	2.608		
911	M.free	3OMG	M.free_3OMG	72h	2	2.532		
912	M.free	3OMG	M.free_3OMG	72h	2	1.144		
913	M.free	3OMG	M.free_3OMG	72h	2	2.105		
914	M.free	3OMG	M.free_3OMG	72h	2	2.322		
915	M.free	3OMG	M.free_3OMG	72h	2	2.107		
916	M.free	3OMG	M.free_3OMG	72h	2	1.655		
917	M.free	3OMG	M.free_3OMG	72h	2	1.295		
918	M.free	3OMG	M.free_3OMG	72h	2	2.134		
919	M.free	3OMG	M.free_3OMG	72h	2	2.456		
920	M.free	3OMG	M.free_3OMG	72h	2	1.757		
921	M.free	3OMG	M.free_3OMG	72h	2	1.932		
922	M.free	3OMG	M.free_3OMG	72h	2	2.47		
923	M.free	3OMG	M.free_3OMG	72h	2	2.167		
924	M.free	3OMG	M.free_3OMG	72h	2	1.916		
925	M.free	3OMG	M.free_3OMG	72h	2	2.383		
926	M.free	3OMG	M.free_3OMG	72h	2	2.637		
927	M.free	3OMG	M.free_3OMG	72h	2	2.12		
928	M.free	3OMG	M.free_3OMG	72h	2	2.512		
929	M.free	3OMG	M.free_3OMG	72h	2	2.754		
930	M.free	3OMG	M.free_3OMG	72h	2	2.409		
931	M.free	3OMG	M.free_3OMG	72h	2	1.763		
932	M.free	3OMG	M.free_3OMG	72h	2	2.193		
933	M.free	3OMG	M.free_3OMG	72h	2	2.048		
934	M.free	3OMG	M.free_3OMG	72h	2	2.617		
935	M.free	3OMG	M.free_3OMG	72h	2	1.808		
936	M.free	3OMG	M.free_3OMG	72h	2	2.829		
937	M.free	3OMG	M.free_3OMG	72h	2	2.113		
938	M.free	3OMG	M.free_3OMG	72h	2	1.687		
939	M.free	3OMG	M.free_3OMG	72h	2	2.107		
940	M.free	3OMG	M.free_3OMG	72h	2	2.019		
941	M.free	3OMG	M.free_3OMG	72h	2	1.342		
942	M.free	3OMG	M.free_3OMG	72h	2	1.342		
943	M.free	3OMG	M.free_3OMG	72h	2	2.394		
944	M.free	3OMG	M.free_3OMG	72h	2	1.774		
945	M.free	3OMG	M.free_3OMG	72h	2	2.721		
946	M.free	3OMG	M.free_3OMG	72h	2	2.236		
947	M.free	3OMG	M.free_3OMG	72h	2	2.048		
948	M.free	3OMG	M.free_3OMG	72h	2	1.579		
949	M.free	3OMG	M.free_3OMG	72h	2	2.085		
950	M.free	3OMG	M.free_3OMG	72h	2	2.122		
951	M.free	3OMG	M.free_3OMG	72h	2	2.994		
952	M.free	3OMG	M.free_3OMG	72h	2	1.932		
953	M.free	3OMG	M.free_3OMG	72h	2	1.589		
954	M.free	3OMG	M.free_3OMG	72h	2	1.93		
955	M.free	3OMG	M.free_3OMG	72h	2	1.932		
956	M.free	3OMG	M.free_3OMG	72h	2	3.344		
957	M.free	3OMG	M.free_3OMG	72h	2	2.105		
958	M.free	3OMG	M.free_3OMG	72h	2	2.2		
959	M.free	3OMG	M.free_3OMG	72h	2	2.035		
960	M.free	3OMG	M.free_3OMG	72h	2	1.989		
961	M.free	3OMG	M.free_3OMG	72h	2	2.025		
962	M.free	3OMG	M.free_3OMG	72h	2	2.113		
963	M.free	3OMG	M.free_3OMG	72h	2	2.287		
964	M.free	3OMG	M.free_3OMG	72h	2	2.383		
965	M.free	3OMG	M.free_3OMG	72h	2	1.932		
966	M.free	3OMG	M.free_3OMG	72h	2	2.396		
967	M.free	3OMG	M.free_3OMG	72h	2	2.829		
968	M.free	3OMG	M.free_3OMG	72h	2	2.481		
969	M.free	3OMG	M.free_3OMG	72h	2	2.462		
970	M.free	3OMG	M.free_3OMG	72h	2	2.456		
971	M.free	3OMG	M.free_3OMG	72h	2	2.048		
972	M.free	3OMG	M.free_3OMG	72h	2	2.633		
973	M.free	3OMG	M.free_3OMG	72h	2	1.844		
974	M.free	3OMG	M.free_3OMG	72h	2	2.046		
975	M.free	3OMG	M.free_3OMG	72h	2	2.456		
976	M.free	3OMG	M.free_3OMG	72h	2	2.37		
977	M.free	3OMG	M.free_3OMG	72h	2	2.281		
978	M.free	3OMG	M.free_3OMG	72h	2	2.557		
979	M.free	3OMG	M.free_3OMG	72h	2	2.37		
980	M.free	3OMG	M.free_3OMG	72h	2	1.85		
981	M.free	3OMG	M.free_3OMG	72h	2	2.495		
982	M.free	3OMG	M.free_3OMG	72h	2	2.841		
983	M.free	3OMG	M.free_3OMG	72h	2	2.219		
984	M.free	3OMG	M.free_3OMG	72h	2	2.134		
985	M.free	3OMG	M.free_3OMG	72h	2	2.639		
986	M.free	3OMG	M.free_3OMG	72h	2	2.807		
987	M.free	3OMG	M.free_3OMG	72h	2	2.322		
988	M.free	3OMG	M.free_3OMG	72h	2	2.829		
989	M.free	3OMG	M.free_3OMG	72h	2	2.632		
990	M.free	3OMG	M.free_3OMG	72h	2	2.105		
991	M.free	3OMG	M.free_3OMG	72h	2	2.841		
992	M.free	3OMG	M.free_3OMG	72h	2	2.035		
993	M.free	3OMG	M.free_3OMG	72h	2	2.807		
994	M.free	3OMG	M.free_3OMG	72h	2	2.495		
995	M.free	3OMG	M.free_3OMG	72h	2	1.789		
996	M.free	3OMG	M.free_3OMG	72h	2	2.456		
997	M.free	3OMG	M.free_3OMG	72h	2	2.383		
998	M.free	3OMG	M.free_3OMG	72h	2	2.221		
999	M.free	3OMG	M.free_3OMG	72h	2	1.748		
1000	M.free	3OMG	M.free_3OMG	72h	2	1.93		
1001	M.free	3OMG	M.free_3OMG	72h	3	1.832		
1002	M.free	3OMG	M.free_3OMG	72h	3	2.394		
1003	M.free	3OMG	M.free_3OMG	72h	3	2.55		
1004	M.free	3OMG	M.free_3OMG	72h	3	2.2		
1005	M.free	3OMG	M.free_3OMG	72h	3	1.932		
1006	M.free	3OMG	M.free_3OMG	72h	3	1.581		
1007	M.free	3OMG	M.free_3OMG	72h	3	2.17		
1008	M.free	3OMG	M.free_3OMG	72h	3	2.725		
1009	M.free	3OMG	M.free_3OMG	72h	3	2.002		
1010	M.free	3OMG	M.free_3OMG	72h	3	2.55		
1011	M.free	3OMG	M.free_3OMG	72h	3	2.282		
1012	M.free	3OMG	M.free_3OMG	72h	3	2.959		
1013	M.free	3OMG	M.free_3OMG	72h	3	1.601		
1014	M.free	3OMG	M.free_3OMG	72h	3	2.221		
1015	M.free	3OMG	M.free_3OMG	72h	3	1.703		
1016	M.free	3OMG	M.free_3OMG	72h	3	2.105		
1017	M.free	3OMG	M.free_3OMG	72h	3	2.15		
1018	M.free	3OMG	M.free_3OMG	72h	3	2.581		
1019	M.free	3OMG	M.free_3OMG	72h	3	2.394		
1020	M.free	3OMG	M.free_3OMG	72h	3	2.122		
1021	M.free	3OMG	M.free_3OMG	72h	3	2.655		
1022	M.free	3OMG	M.free_3OMG	72h	3	2.375		
1023	M.free	3OMG	M.free_3OMG	72h	3	1.676		
1024	M.free	3OMG	M.free_3OMG	72h	3	1.316		
1025	M.free	3OMG	M.free_3OMG	72h	3	1.687		
1026	M.free	3OMG	M.free_3OMG	72h	3	2.598		
1027	M.free	3OMG	M.free_3OMG	72h	3	2.341		
1028	M.free	3OMG	M.free_3OMG	72h	3	2.193		
1029	M.free	3OMG	M.free_3OMG	72h	3	2.15		
1030	M.free	3OMG	M.free_3OMG	72h	3	2.916		
1031	M.free	3OMG	M.free_3OMG	72h	3	1.844		
1032	M.free	3OMG	M.free_3OMG	72h	3	1.859		
1033	M.free	3OMG	M.free_3OMG	72h	3	1.844		
1034	M.free	3OMG	M.free_3OMG	72h	3	2.134		
1035	M.free	3OMG	M.free_3OMG	72h	3	1.47		
1036	M.free	3OMG	M.free_3OMG	72h	3	1.763		
1037	M.free	3OMG	M.free_3OMG	72h	3	1.579		
1038	M.free	3OMG	M.free_3OMG	72h	3	2.221		
1039	M.free	3OMG	M.free_3OMG	72h	3	1.748		
1040	M.free	3OMG	M.free_3OMG	72h	3	2.513		
1041	M.free	3OMG	M.free_3OMG	72h	3	2.632		
1042	M.free	3OMG	M.free_3OMG	72h	3	2.085		
1043	M.free	3OMG	M.free_3OMG	72h	3	2.221		
1044	M.free	3OMG	M.free_3OMG	72h	3	1.406		
1045	M.free	3OMG	M.free_3OMG	72h	3	1.532		
1046	M.free	3OMG	M.free_3OMG	72h	3	2.2		
1047	M.free	3OMG	M.free_3OMG	72h	3	1.754		
1048	M.free	3OMG	M.free_3OMG	72h	3	1.844		
1049	M.free	3OMG	M.free_3OMG	72h	3	1.832		
1050	M.free	3OMG	M.free_3OMG	72h	3	2.685		
1051	M.free	3OMG	M.free_3OMG	72h	3	2.495		
1052	M.free	3OMG	M.free_3OMG	72h	3	2.754		
1053	M.free	3OMG	M.free_3OMG	72h	3	1.694		
1054	M.free	3OMG	M.free_3OMG	72h	3	2.394		
1055	M.free	3OMG	M.free_3OMG	72h	3	2.134		
1056	M.free	3OMG	M.free_3OMG	72h	3	1.875		
1057	M.free	3OMG	M.free_3OMG	72h	3	2.193		
1058	M.free	3OMG	M.free_3OMG	72h	3	1.754		
1059	M.free	3OMG	M.free_3OMG	72h	3	1.414		
1060	M.free	3OMG	M.free_3OMG	72h	3	1.894		
1061	M.free	3OMG	M.free_3OMG	72h	3	1.808		
